date,location,tweetcreatedts,sentiment
20220623,Morocco,6,-0.333333333
20220623,Mozambique,2,0
20220623,Myanmar,30,-0.2
20220623,Namibia,7,-0.285714286
20220623,Nepal,16,-0.0625
20220623,Netherlands,573,-0.179755672
20220623,New Zealand,136,-0.125
20220623,Nicaragua,8,-0.5
20220623,Niger,293,-0.064846416
20220623,North Korea,1,0
20220623,Norway,181,-0.116022099
20220623,Oman,3,0
20220623,Pakistan,359,-0.161559889
20220623,Panama,38,-0.236842105
20220623,Papua New Guinea,1,0
20220623,Paraguay,7,-0.142857143
20220623,Peru,28,-0.071428571
20220623,Philippines,122,-0.090163934
20220623,Poland,307,-0.078175896
20220623,Portugal,331,-0.048338369
20220623,Puerto Rico,20,-0.35
20220623,Qatar,20,0.25
20220623,Republic of Serbia,35,-0.028571429
20220623,Romania,170,-0.1
20220623,Russia,204,-0.284313725
20220623,Rwanda,27,0.777777778
20220623,Saudi Arabia,46,-0.195652174
20220623,Senegal,3,0
20220623,Sierra Leone,4,-0.25
20220623,Slovakia,51,0.392156863
20220623,Slovenia,44,-0.136363636
20220623,Somalia,9,-0.111111111
20220623,South Africa,304,-0.105263158
20220623,South Korea,122,-0.229508197
20220623,Spain,271,-0.081180812
20220623,Sri Lanka,76,-0.078947368
20220623,Sudan,2,0
20220623,Swaziland,1,0
20220623,Sweden,333,-0.177177177
20220623,Switzerland,203,-0.123152709
20220623,Syria,14,-0.071428571
20220623,Taiwan,86,-0.151162791
20220623,Tajikistan,3,0
20220623,Thailand,90,-0.266666667
20220623,Trinidad and Tobago,8,0.125
20220623,Tunisia,1,0
20220623,Turkey,66,-0.03030303
20220623,Turkmenistan,1,0
20220623,USA,4351,-0.170305677
20220623,Uganda,61,-0.131147541
20220623,Ukraine,1890,-0.085185185
20220623,United Arab Emirates,77,-0.077922078
20220623,Uruguay,21,-0.476190476
20220623,Uzbekistan,2,-0.5
20220623,Vanuatu,4,-0.75
20220623,Venezuela,159,-0.056603774
20220623,Vietnam,23,-0.173913043
20220623,West Bank,1,-1
20220623,Western Sahara,1,-1
20220623,Yemen,12,-0.083333333
20220623,Zambia,13,0.692307692
20220623,Zimbabwe,39,-0.076923077
20220624,Afghanistan,33,-0.363636364
20220624,Albania,15,-0.066666667
20220624,Algeria,3,-1
20220624,Angola,1,1
20220624,Antarctica,30,0.1
20220624,Argentina,87,-0.206896552
20220624,Armenia,11,-0.363636364
20220624,Australia,612,-0.202614379
20220624,Austria,129,-0.15503876
20220624,Azerbaijan,48,0.0625
20220624,Bangladesh,110,-0.3
20220624,Belarus,7,0.142857143
20220624,Belgium,362,0.193370166
20220624,Belize,12,-0.333333333
20220624,Benin,2,-1
20220624,Bolivia,3,-0.666666667
20220624,Bosnia and Herzegovina,5,0.4
20220624,Botswana,5,-0.2
20220624,Brazil,44,-0.159090909
20220624,Brunei,1,-1
20220624,Bulgaria,70,0.028571429
20220624,Burkina Faso,2,-0.5
20220624,Cambodia,9,0.111111111
20220624,Cameroon,7,-0.714285714
20220624,Canada,1446,-0.233056708
20220624,Central African Republic,2,1
20220624,Chile,41,-0.097560976
20220624,China,87,-0.32183908
20220624,Colombia,68,-0.25
20220624,Costa Rica,19,-0.052631579
20220624,Croatia,35,-0.314285714
20220624,Cuba,42,-0.285714286
20220624,Cyprus,65,-0.276923077
20220624,Czech Republic,127,-0.251968504
20220624,Denmark,146,-0.308219178
20220624,Djibouti,3,-0.666666667
20220624,Dominican Republic,7,0.142857143
20220624,Ecuador,28,0.142857143
20220624,Egypt,43,-0.325581395
20220624,El Salvador,10,-0.1
20220624,England,2119,-0.313827277
20220624,Eritrea,3,-0.666666667
20220624,Estonia,125,-0.168
20220624,Ethiopia,34,-0.058823529
20220624,Fiji,8,-0.5
20220624,Finland,303,-0.231023102
20220624,France,832,-0.195913462
20220624,Gambia,1,0
20220624,Georgia,242,0.152892562
20220624,Germany,916,-0.170305677
20220624,Ghana,90,0.022222222
20220624,Greece,315,-0.107936508
20220624,Greenland,1,-1
20220624,Guatemala,7,-0.714285714
20220624,Guinea,2,-1
20220624,Guyana,1,-1
20220624,Haiti,1,-1
20220624,Honduras,1,-1
20220624,Hungary,27,-0.185185185
20220624,Iceland,14,-0.214285714
20220624,India,2795,-0.074060823
20220624,Indonesia,394,-0.327411168
20220624,Iran,31,-0.161290323
20220624,Iraq,8,-0.625
20220624,Ireland,516,-0.32751938
20220624,Israel,51,-0.392156863
20220624,Italy,309,-0.097087379
20220624,Ivory Coast,1,1
20220624,Jamaica,39,-0.307692308
20220624,Japan,187,-0.144385027
20220624,Jordan,3,0.333333333
20220624,Kazakhstan,13,0.153846154
20220624,Kenya,80,-0.1875
20220624,Kosovo,15,0.2
20220624,Kuwait,32,0.4375
20220624,Kyrgyzstan,7,0.142857143
20220624,Laos,4,0
20220624,Latvia,72,-0.194444444
20220624,Lebanon,37,-0.324324324
20220624,Lesotho,2,1
20220624,Libya,9,0
20220624,Lithuania,125,-0.192
20220624,Luxembourg,69,0.043478261
20220624,Macedonia,23,-0.304347826
20220624,Madagascar,3,0
20220624,Malawi,2,0
20220624,Malaysia,89,-0.449438202
20220624,Mali,19,0
20220624,Mexico,138,-0.188405797
20220624,Moldova,28,0.214285714
20220624,Mongolia,11,-0.090909091
20220624,Montenegro,6,0.333333333
20220624,Morocco,15,-0.066666667
20220624,Mozambique,4,0
20220624,Myanmar,21,-0.238095238
20220624,Namibia,4,-0.5
20220624,Nepal,15,-0.333333333
20220624,Netherlands,498,-0.267068273
20220624,New Zealand,124,-0.14516129
20220624,Nicaragua,6,-0.333333333
20220624,Niger,280,-0.078571429
20220624,Norway,183,-0.213114754
20220624,Oman,7,0
20220624,Pakistan,495,-0.278787879
20220624,Panama,25,-0.28
20220624,Paraguay,6,-0.166666667
20220624,Peru,24,0.083333333
20220624,Philippines,80,-0.3875
20220624,Poland,277,-0.122743682
20220624,Portugal,306,-0.248366013
20220624,Puerto Rico,26,-0.269230769
20220624,Qatar,18,0.111111111
20220624,Republic of Serbia,35,-0.114285714
20220624,Romania,203,-0.15270936
20220624,Russia,218,-0.357798165
20220624,Rwanda,26,0.307692308
20220624,Saudi Arabia,41,-0.341463415
20220624,Senegal,3,0.333333333
20220624,Sierra Leone,1,0
20220624,Slovakia,15,0.066666667
20220624,Slovenia,20,-0.2
20220624,Somalia,14,-0.642857143
20220624,South Africa,347,-0.014409222
20220624,South Korea,27,-0.185185185
20220624,South Sudan,2,-1
20220624,Spain,243,-0.098765432
20220624,Sri Lanka,80,-0.075
20220624,Sudan,4,-0.25
20220624,Swaziland,2,0.5
20220624,Sweden,266,-0.244360902
20220624,Switzerland,210,-0.171428571
20220624,Syria,14,-0.5
20220624,Taiwan,104,-0.182692308
20220624,Tajikistan,1,0
20220624,Thailand,72,-0.069444444
20220624,Trinidad and Tobago,19,-0.052631579
20220624,Tunisia,6,-0.333333333
20220624,Turkey,43,-0.162790698
20220624,USA,3726,-0.225979603
20220624,Uganda,73,-0.02739726
20220624,Ukraine,1547,-0.154492566
20220624,United Arab Emirates,57,-0.087719298
20220624,Uruguay,32,-0.34375
20220624,Vanuatu,2,-1
20220624,Venezuela,122,-0.286885246
20220624,Vietnam,10,-0.4
20220624,Western Sahara,4,-1
20220624,Yemen,8,-0.375
20220624,Zambia,21,0.857142857
20220624,Zimbabwe,31,0
20220625,Afghanistan,88,-0.238636364
20220625,Albania,9,-0.222222222
20220625,Algeria,7,-0.571428571
20220625,Angola,2,0
20220625,Antarctica,31,0.032258065
20220625,Argentina,82,-0.268292683
20220625,Armenia,11,-0.454545455
20220625,Australia,516,-0.28875969
20220625,Austria,95,-0.210526316
20220625,Azerbaijan,19,-0.210526316
20220625,Bangladesh,89,-0.123595506
20220625,Belarus,7,-0.428571429
20220625,Belgium,192,-0.119791667
20220625,Belize,6,-0.166666667
20220625,Benin,3,-1
20220625,Bhutan,1,-1
20220625,Bolivia,4,-1
20220625,Bosnia and Herzegovina,1,0
20220625,Botswana,2,1
20220625,Brazil,39,-0.205128205
20220625,Bulgaria,58,-0.362068966
20220625,Burkina Faso,2,-1
20220625,Cambodia,6,-0.333333333
20220625,Cameroon,4,-1
20220625,Canada,1103,-0.206708976
20220625,Central African Republic,2,1
20220625,Chile,53,-0.094339623
20220625,China,84,-0.285714286
20220625,Colombia,57,-0.122807018
20220625,Costa Rica,18,-0.111111111
20220625,Croatia,26,0.153846154
20220625,Cuba,4,-0.75
20220625,Cyprus,42,-0.333333333
20220625,Czech Republic,91,-0.10989011
20220625,Denmark,106,-0.216981132
20220625,Djibouti,1,0
20220625,Dominican Republic,6,0.166666667
20220625,Ecuador,26,0
20220625,Egypt,66,-0.318181818
20220625,El Salvador,1,0
20220625,England,1817,-0.280682444
20220625,Eritrea,5,0
20220625,Estonia,86,-0.11627907
20220625,Ethiopia,24,-0.291666667
20220625,Fiji,5,0.2
20220625,Finland,358,-0.206703911
20220625,France,770,-0.258441558
20220625,Gabon,1,0
20220625,Gambia,1,-1
20220625,Georgia,136,-0.191176471
20220625,Germany,712,-0.280898876
20220625,Ghana,79,-0.227848101
20220625,Greece,252,-0.079365079
20220625,Guatemala,7,-0.142857143
20220625,Haiti,3,-0.333333333
20220625,Honduras,5,-0.4
20220625,Hungary,24,-0.208333333
20220625,Iceland,11,-0.090909091
20220625,India,2294,-0.16564952
20220625,Indonesia,385,-0.348051948
20220625,Iran,35,-0.371428571
20220625,Iraq,16,-0.25
20220625,Ireland,441,-0.344671202
20220625,Israel,55,-0.381818182
20220625,Italy,196,-0.178571429
20220625,Jamaica,22,-0.227272727
20220625,Japan,292,-0.181506849
20220625,Jordan,4,-0.25
20220625,Kazakhstan,6,0.166666667
20220625,Kenya,102,-0.352941176
20220625,Kosovo,5,-0.2
20220625,Kuwait,32,-0.03125
20220625,Kyrgyzstan,2,-1
20220625,Latvia,76,-0.157894737
20220625,Lebanon,34,-0.617647059
20220625,Lesotho,1,-1
20220625,Liberia,7,0
20220625,Libya,4,-0.25
20220625,Lithuania,98,-0.153061224
20220625,Luxembourg,39,-0.102564103
20220625,Macedonia,8,-0.25
20220625,Madagascar,1,-1
20220625,Malawi,1,0
20220625,Malaysia,75,-0.306666667
20220625,Mali,18,-0.166666667
20220625,Mexico,133,-0.142857143
20220625,Moldova,6,-0.333333333
20220625,Mongolia,11,-0.272727273
20220625,Montenegro,2,0
20220625,Morocco,11,-0.181818182
20220625,Myanmar,13,-0.384615385
20220625,Namibia,3,-0.666666667
20220625,Nepal,13,-0.307692308
20220625,Netherlands,497,-0.289738431
20220625,New Zealand,122,-0.262295082
20220625,Nicaragua,7,-0.428571429
20220625,Niger,212,-0.297169811
20220625,Norway,157,-0.292993631
20220625,Oman,2,0
20220625,Pakistan,542,-0.23800738
20220625,Panama,28,-0.357142857
20220625,Papua New Guinea,1,-1
20220625,Paraguay,5,0
20220625,Peru,15,-0.133333333
20220625,Philippines,58,0.103448276
20220625,Poland,212,-0.136792453
20220625,Portugal,313,-0.274760383
20220625,Puerto Rico,19,-0.263157895
20220625,Qatar,7,-0.571428571
20220625,Republic of Serbia,24,-0.125
20220625,Romania,139,-0.100719424
20220625,Russia,159,-0.396226415
20220625,Rwanda,3,0
20220625,Saudi Arabia,25,-0.36
20220625,Senegal,4,0
20220625,Sierra Leone,1,1
20220625,Slovakia,15,-0.2
20220625,Slovenia,21,-0.095238095
20220625,Somalia,7,-0.142857143
20220625,Somaliland,1,0
20220625,South Africa,265,-0.124528302
20220625,South Korea,47,-0.191489362
20220625,South Sudan,2,-1
20220625,Spain,219,-0.200913242
20220625,Sri Lanka,85,-0.247058824
20220625,Sweden,319,-0.294670846
20220625,Switzerland,174,-0.298850575
20220625,Syria,15,-0.4
20220625,Taiwan,88,0.056818182
20220625,Thailand,50,-0.22
20220625,Togo,2,-0.5
20220625,Trinidad and Tobago,16,-0.0625
20220625,Tunisia,12,-0.5
20220625,Turkey,63,-0.26984127
20220625,USA,3309,-0.190692052
20220625,Uganda,59,-0.169491525
20220625,Ukraine,1333,-0.220555139
20220625,United Arab Emirates,63,-0.26984127
20220625,Uruguay,12,0
20220625,Venezuela,103,-0.155339806
20220625,Vietnam,15,-0.333333333
20220625,Western Sahara,2,-1
20220625,Yemen,6,-0.333333333
20220625,Zambia,1,-1
20220625,Zimbabwe,33,-0.848484848
20220626,Afghanistan,14,-0.428571429
20220626,Albania,1,0
20220626,Algeria,3,-1
20220626,Angola,4,-0.75
20220626,Antarctica,33,0.060606061
20220626,Argentina,100,-0.35
20220626,Armenia,15,-0.266666667
20220626,Australia,631,-0.354992076
20220626,Austria,92,-0.467391304
20220626,Azerbaijan,12,-0.5
20220626,Bangladesh,86,-0.151162791
20220626,Belarus,11,-0.545454545
20220626,Belgium,242,-0.276859504
20220626,Belize,5,0
20220626,Benin,3,-0.333333333
20220626,Bolivia,6,-0.5
20220626,Bosnia and Herzegovina,1,-1
20220626,Botswana,2,0
20220626,Brazil,38,-0.526315789
20220626,Bulgaria,53,-0.301886792
20220626,Burkina Faso,1,0
20220626,Cambodia,60,0.216666667
20220626,Cameroon,2,0
20220626,Canada,1390,-0.317266187
20220626,Central African Republic,4,1
20220626,Chile,47,-0.29787234
20220626,China,102,-0.352941176
20220626,Colombia,99,-0.282828283
20220626,Costa Rica,22,-0.5
20220626,Croatia,37,-0.27027027
20220626,Cuba,24,-0.5
20220626,Cyprus,41,-0.463414634
20220626,Czech Republic,134,-0.402985075
20220626,Denmark,114,-0.368421053
20220626,Dominican Republic,5,-0.2
20220626,Ecuador,43,-0.372093023
20220626,Egypt,45,-0.377777778
20220626,El Salvador,8,0.125
20220626,England,2334,-0.34361611
20220626,Eritrea,6,-1
20220626,Estonia,140,-0.357142857
20220626,Ethiopia,49,-0.510204082
20220626,Falkland Islands,2,-1
20220626,Fiji,7,0
20220626,Finland,477,-0.446540881
20220626,France,1001,-0.385614386
20220626,Gambia,1,0
20220626,Georgia,175,-0.4
20220626,Germany,931,-0.398496241
20220626,Ghana,68,-0.235294118
20220626,Greece,311,-0.176848875
20220626,Greenland,1,0
20220626,Guatemala,2,-0.5
20220626,Guinea,3,-0.333333333
20220626,Honduras,4,0.5
20220626,Hungary,23,-0.304347826
20220626,Iceland,17,-0.529411765
20220626,India,2189,-0.093193239
20220626,Indonesia,310,-0.309677419
20220626,Iran,11,-0.454545455
20220626,Iraq,7,-0.571428571
20220626,Ireland,547,-0.411334552
20220626,Israel,84,-0.178571429
20220626,Italy,290,-0.379310345
20220626,Jamaica,20,-0.35
20220626,Japan,370,-0.305405405
20220626,Jordan,3,0
20220626,Kazakhstan,17,-0.352941176
20220626,Kenya,115,-0.356521739
20220626,Kosovo,11,-0.272727273
20220626,Kuwait,10,0.1
20220626,Kyrgyzstan,5,-0.6
20220626,Latvia,110,-0.345454545
20220626,Lebanon,33,-0.515151515
20220626,Lesotho,1,-1
20220626,Liberia,2,-0.5
20220626,Libya,17,-0.294117647
20220626,Lithuania,130,-0.515384615
20220626,Luxembourg,65,-0.323076923
20220626,Macedonia,6,-0.333333333
20220626,Madagascar,3,-1
20220626,Malawi,1,-1
20220626,Malaysia,158,-0.493670886
20220626,Mali,19,-0.526315789
20220626,Mexico,148,-0.209459459
20220626,Moldova,9,-0.111111111
20220626,Mongolia,20,-0.35
20220626,Montenegro,6,-0.166666667
20220626,Morocco,9,-0.222222222
20220626,Mozambique,2,-0.5
20220626,Myanmar,15,-0.266666667
20220626,Namibia,8,-0.625
20220626,Nepal,121,0.388429752
20220626,Netherlands,510,-0.358823529
20220626,New Zealand,140,-0.428571429
20220626,Nicaragua,1,0
20220626,Niger,244,-0.213114754
20220626,North Korea,2,-0.5
20220626,Norway,186,-0.268817204
20220626,Pakistan,351,0.131054131
20220626,Panama,18,-0.222222222
20220626,Papua New Guinea,1,-1
20220626,Paraguay,6,0
20220626,Peru,26,-0.230769231
20220626,Philippines,71,-0.422535211
20220626,Poland,307,-0.42019544
20220626,Portugal,292,-0.414383562
20220626,Puerto Rico,36,-0.305555556
20220626,Qatar,14,0.071428571
20220626,Republic of Serbia,15,-0.2
20220626,Romania,163,-0.349693252
20220626,Russia,172,-0.377906977
20220626,Rwanda,13,-0.230769231
20220626,Saudi Arabia,40,-0.25
20220626,Senegal,2,0.5
20220626,Sierra Leone,1,-1
20220626,Slovakia,19,-0.368421053
20220626,Slovenia,24,-0.25
20220626,Solomon Islands,3,0.333333333
20220626,Somalia,21,-0.095238095
20220626,Somaliland,3,-0.666666667
20220626,South Africa,258,-0.217054264
20220626,South Korea,31,-0.129032258
20220626,South Sudan,1,-1
20220626,Spain,294,-0.258503401
20220626,Sri Lanka,105,-0.266666667
20220626,Sudan,1,0
20220626,Sweden,386,-0.409326425
20220626,Switzerland,185,-0.367567568
20220626,Syria,23,-0.217391304
20220626,Taiwan,80,-0.3125
20220626,Tajikistan,2,0
20220626,Thailand,61,-0.081967213
20220626,Trinidad and Tobago,11,-0.363636364
20220626,Tunisia,4,-0.75
20220626,Turkey,56,-0.196428571
20220626,USA,4034,-0.278383738
20220626,Uganda,38,-0.315789474
20220626,Ukraine,2410,-0.436099585
20220626,United Arab Emirates,60,-0.15
20220626,Uruguay,24,-0.166666667
20220626,Uzbekistan,3,-0.666666667
20220626,Venezuela,145,-0.4
20220626,Vietnam,24,-0.291666667
20220626,Yemen,6,0
20220626,Zambia,11,-0.272727273
20220626,Zimbabwe,34,-0.529411765
20220627,Afghanistan,6,-0.166666667
20220627,Albania,13,-0.461538462
20220627,Algeria,13,-0.384615385
20220627,Angola,3,-0.666666667
20220627,Antarctica,29,-0.103448276
20220627,Argentina,135,-0.540740741
20220627,Armenia,26,-0.038461538
20220627,Australia,720,-0.377777778
20220627,Austria,126,-0.428571429
20220627,Azerbaijan,24,-0.333333333
20220627,Bangladesh,76,0.171052632
20220627,Belarus,20,-0.4
20220627,Belgium,410,-0.146341463
20220627,Belize,6,-0.333333333
20220627,Benin,5,-0.6
20220627,Bolivia,10,-0.7
20220627,Bosnia and Herzegovina,7,0
20220627,Botswana,6,-0.5
20220627,Brazil,111,-0.657657658
20220627,Brunei,1,-1
20220627,Bulgaria,67,-0.343283582
20220627,Burkina Faso,1,-1
20220627,Burundi,4,-0.5
20220627,Cambodia,82,0.341463415
20220627,Cameroon,2,0
20220627,Canada,1647,-0.392228294
20220627,Chile,51,-0.431372549
20220627,China,155,-0.283870968
20220627,Colombia,70,-0.342857143
20220627,Costa Rica,16,-0.3125
20220627,Croatia,36,-0.472222222
20220627,Cuba,17,-0.294117647
20220627,Cyprus,43,-0.465116279
20220627,Czech Republic,151,-0.470198675
20220627,Denmark,132,-0.492424242
20220627,Djibouti,1,0
20220627,Dominican Republic,7,-0.285714286
20220627,East Timor,1,1
20220627,Ecuador,31,-0.612903226
20220627,Egypt,37,-0.324324324
20220627,El Salvador,7,0.142857143
20220627,England,2383,-0.454888796
20220627,Eritrea,3,0
20220627,Estonia,197,-0.365482234
20220627,Ethiopia,38,-0.157894737
20220627,Falkland Islands,1,0
20220627,Fiji,7,-0.285714286
20220627,Finland,557,-0.430879713
20220627,France,969,-0.490196078
20220627,Gambia,3,-1
20220627,Georgia,180,-0.333333333
20220627,Germany,1028,-0.464007782
20220627,Ghana,91,-0.197802198
20220627,Greece,291,-0.182130584
20220627,Greenland,2,-0.5
20220627,Guatemala,4,-0.5
20220627,Guyana,2,-0.5
20220627,Haiti,3,0
20220627,Honduras,1,-1
20220627,Hungary,20,-0.35
20220627,Iceland,28,-0.321428571
20220627,India,2823,-0.068721219
20220627,Indonesia,345,-0.391304348
20220627,Iran,32,-0.3125
20220627,Iraq,23,-0.260869565
20220627,Ireland,705,-0.519148936
20220627,Israel,78,-0.397435897
20220627,Italy,276,-0.43115942
20220627,Ivory Coast,5,0
20220627,Jamaica,27,-0.074074074
20220627,Japan,435,-0.314942529
20220627,Jordan,7,-0.285714286
20220627,Kazakhstan,21,-0.476190476
20220627,Kenya,330,0.003030303
20220627,Kosovo,8,-0.125
20220627,Kuwait,20,-0.25
20220627,Kyrgyzstan,5,-0.6
20220627,Laos,1,1
20220627,Latvia,139,-0.482014388
20220627,Lebanon,42,-0.333333333
20220627,Lesotho,4,0
20220627,Libya,12,-0.416666667
20220627,Lithuania,169,-0.455621302
20220627,Luxembourg,54,-0.388888889
20220627,Macedonia,6,-0.666666667
20220627,Madagascar,3,-0.333333333
20220627,Malawi,1,-1
20220627,Malaysia,110,-0.454545455
20220627,Mali,26,-0.576923077
20220627,Mexico,136,-0.448529412
20220627,Moldova,39,-0.384615385
20220627,Mongolia,21,-0.476190476
20220627,Montenegro,15,-0.2
20220627,Morocco,12,-0.583333333
20220627,Mozambique,1,0
20220627,Myanmar,14,0
20220627,Namibia,10,-0.8
20220627,Nepal,88,0.511363636
20220627,Netherlands,594,-0.441077441
20220627,New Zealand,137,-0.379562044
20220627,Nicaragua,5,-1
20220627,Niger,624,-0.278846154
20220627,North Korea,2,-1
20220627,Norway,212,-0.45754717
20220627,Oman,2,0.5
20220627,Pakistan,520,0.044230769
20220627,Panama,17,-0.647058824
20220627,Papua New Guinea,1,-1
20220627,Paraguay,6,-0.666666667
20220627,Peru,30,-0.4
20220627,Philippines,50,-0.54
20220627,Poland,358,-0.491620112
20220627,Portugal,259,-0.432432432
20220627,Puerto Rico,18,-0.722222222
20220627,Qatar,8,-0.25
20220627,Republic of Serbia,22,-0.772727273
20220627,Romania,190,-0.321052632
20220627,Russia,162,-0.432098765
20220627,Rwanda,18,0.055555556
20220627,Saudi Arabia,40,-0.2
20220627,Senegal,6,0
20220627,Sierra Leone,1,0
20220627,Slovakia,35,-0.257142857
20220627,Slovenia,26,-0.538461538
20220627,Somalia,13,-0.384615385
20220627,Somaliland,1,-1
20220627,South Africa,623,-0.359550562
20220627,South Korea,66,-0.333333333
20220627,South Sudan,1,-1
20220627,Spain,253,-0.312252964
20220627,Sri Lanka,84,-0.273809524
20220627,Sudan,7,-0.285714286
20220627,Suriname,1,-1
20220627,Swaziland,3,0.666666667
20220627,Sweden,370,-0.402702703
20220627,Switzerland,238,-0.378151261
20220627,Syria,19,-0.368421053
20220627,Taiwan,93,-0.215053763
20220627,Tajikistan,2,0
20220627,Thailand,82,-0.243902439
20220627,Togo,1,-1
20220627,Trinidad and Tobago,4,-0.75
20220627,Tunisia,6,0
20220627,Turkey,95,-0.410526316
20220627,Turkmenistan,2,-0.5
20220627,USA,4206,-0.414170233
20220627,Uganda,90,-0.188888889
20220627,Ukraine,3308,-0.647218863
20220627,United Arab Emirates,83,-0.108433735
20220627,Uruguay,22,-0.727272727
20220627,Uzbekistan,2,-1
20220627,Venezuela,172,-0.401162791
20220627,Vietnam,12,-0.333333333
20220627,Yemen,6,-0.5
20220627,Zambia,7,-0.285714286
20220627,Zimbabwe,27,-0.333333333
20220628,Afghanistan,10,0
20220628,Albania,37,-0.027027027
20220628,Algeria,4,-0.5
20220628,Angola,1,0
20220628,Antarctica,28,-0.035714286
20220628,Argentina,117,-0.384615385
20220628,Armenia,30,-0.066666667
20220628,Australia,793,-0.353089533
20220628,Austria,114,-0.385964912
20220628,Azerbaijan,23,-0.217391304
20220628,Bangladesh,99,0.03030303
20220628,Belarus,14,-0.571428571
20220628,Belgium,561,0.033868093
20220628,Belize,6,-0.333333333
20220628,Benin,5,0
20220628,Bolivia,4,-0.75
20220628,Bosnia and Herzegovina,6,-0.166666667
20220628,Botswana,4,0
20220628,Brazil,124,-0.64516129
20220628,Bulgaria,98,-0.275510204
20220628,Burundi,3,-0.666666667
20220628,Cambodia,13,-0.384615385
20220628,Cameroon,6,-0.333333333
20220628,Canada,1558,-0.385109114
20220628,Central African Republic,10,0.4
20220628,Chad,1,-1
20220628,Chile,48,-0.375
20220628,China,95,-0.231578947
20220628,Colombia,69,-0.304347826
20220628,Costa Rica,14,-0.285714286
20220628,Croatia,34,-0.147058824
20220628,Cuba,11,-0.363636364
20220628,Cyprus,53,-0.226415094
20220628,Czech Republic,137,-0.357664234
20220628,Denmark,171,-0.070175439
20220628,Djibouti,6,-0.5
20220628,Dominican Republic,9,-0.222222222
20220628,Ecuador,26,-0.423076923
20220628,Egypt,66,-0.227272727
20220628,El Salvador,10,-0.2
20220628,England,2656,-0.336972892
20220628,Eritrea,5,-0.4
20220628,Estonia,159,-0.163522013
20220628,Ethiopia,31,-0.290322581
20220628,Falkland Islands,1,0
20220628,Fiji,5,0
20220628,Finland,787,-0.133418043
20220628,France,950,-0.336842105
20220628,Gambia,1,-1
20220628,Georgia,211,-0.355450237
20220628,Germany,907,-0.359426681
20220628,Ghana,68,-0.132352941
20220628,Greece,291,-0.199312715
20220628,Greenland,3,-0.666666667
20220628,Guatemala,6,0
20220628,Guyana,2,-1
20220628,Haiti,1,0
20220628,Honduras,10,-0.1
20220628,Hungary,42,-0.357142857
20220628,Iceland,40,0
20220628,India,2161,-0.156871819
20220628,Indonesia,341,-0.348973607
20220628,Iran,40,-0.45
20220628,Iraq,22,-0.136363636
20220628,Ireland,562,-0.425266904
20220628,Israel,100,-0.35
20220628,Italy,247,-0.336032389
20220628,Ivory Coast,1,0
20220628,Jamaica,27,-0.37037037
20220628,Japan,482,-0.365145228
20220628,Jordan,8,-0.125
20220628,Kazakhstan,19,-0.157894737
20220628,Kenya,279,-0.297491039
20220628,Kosovo,8,0.125
20220628,Kuwait,19,-0.157894737
20220628,Kyrgyzstan,8,-0.125
20220628,Laos,1,-1
20220628,Latvia,163,-0.110429448
20220628,Lebanon,37,-0.297297297
20220628,Lesotho,4,-1
20220628,Libya,11,-0.090909091
20220628,Lithuania,178,-0.331460674
20220628,Luxembourg,39,-0.153846154
20220628,Macedonia,13,-0.153846154
20220628,Madagascar,1,-1
20220628,Malawi,2,-0.5
20220628,Malaysia,160,-0.63125
20220628,Mali,14,-0.5
20220628,Mexico,144,-0.256944444
20220628,Moldova,21,-0.333333333
20220628,Mongolia,27,-0.148148148
20220628,Montenegro,10,-0.7
20220628,Morocco,11,-0.454545455
20220628,Mozambique,4,0
20220628,Myanmar,3,0
20220628,Namibia,7,0
20220628,Nepal,44,0.431818182
20220628,Netherlands,516,-0.368217054
20220628,New Zealand,182,-0.582417582
20220628,Nicaragua,8,-0.625
20220628,Niger,683,-0.120058565
20220628,North Korea,7,-0.285714286
20220628,Norway,225,-0.244444444
20220628,Oman,9,-0.222222222
20220628,Pakistan,532,-0.154135338
20220628,Panama,23,-0.434782609
20220628,Papua New Guinea,1,-1
20220628,Paraguay,6,-0.333333333
20220628,Peru,27,-0.185185185
20220628,Philippines,79,-0.240506329
20220628,Poland,303,-0.392739274
20220628,Portugal,302,-0.268211921
20220628,Puerto Rico,40,-0.375
20220628,Qatar,12,-0.166666667
20220628,Republic of Serbia,15,-0.266666667
20220628,Romania,170,-0.288235294
20220628,Russia,198,-0.368686869
20220628,Rwanda,14,0.142857143
20220628,Saudi Arabia,81,-0.320987654
20220628,Senegal,3,-0.666666667
20220628,Sierra Leone,1,-1
20220628,Slovakia,31,-0.161290323
20220628,Slovenia,33,-0.303030303
20220628,Solomon Islands,1,-1
20220628,Somalia,13,-0.384615385
20220628,Somaliland,2,0
20220628,South Africa,535,-0.360747664
20220628,South Korea,79,-0.607594937
20220628,Spain,392,-0.135204082
20220628,Sri Lanka,92,-0.293478261
20220628,Sudan,2,-0.5
20220628,Suriname,2,-1
20220628,Sweden,459,-0.237472767
20220628,Switzerland,248,-0.209677419
20220628,Syria,25,-0.64
20220628,Taiwan,96,-0.291666667
20220628,Tajikistan,3,0.666666667
20220628,Thailand,64,-0.3125
20220628,Trinidad and Tobago,13,-0.230769231
20220628,Tunisia,1,0
20220628,Turkey,128,-0.125
20220628,USA,4174,-0.302827024
20220628,Uganda,88,-0.125
20220628,Ukraine,2238,-0.431188561
